time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.06,5.09018449485e-08,1.52343207898e-08,10.0019149489,2.03379676087e-05,6.28310292649,0.0,5.53096179931e-06,1.49886064426e-06,0.0638296031902,0.00100848136598,-0.00427128400301,0.0,424.0000402711928,423.6330239183454,426.6741543522935,426.7602197974794
0.12000000000000001,3.49833555911e-06,7.48846190544e-07,10.0116809319,6.2830122775,6.28277878359,0.0,0.000143072752187,1.72368561484e-05,0.261677964933,-0.0134210183201,-0.00776649067965,0.0,466.49550173570793,466.22263936814494,468.0591749663639,466.93510783631706
0.18,2.28674375651e-05,-5.40266521408e-06,10.0317274365,6.28200149119,6.28237834487,0.0,0.000549519759629,-0.000319762426936,0.406497732197,-0.0247701873542,-0.00457382593502,0.0,450.74281669514306,451.0008217097533,451.5635182397025,450.64729833201665
0.23999999999999996,7.40376786809e-05,-5.59944695839e-05,10.0599293889,6.28037719752,6.28231434193,0.0,0.00117321408812,-0.00153094969829,0.533515730172,-0.0321242593278,0.00515865094102,0.0,444.15873389698777,444.9561047683414,446.9086282227325,446.30872570778376
0.3,0.000161186994168,-0.000213913218012,10.0952094685,6.27862683345,6.28288172532,0.0,0.00168522747428,-0.00392225227295,0.642430856446,-0.0238422264282,0.0169026134628,0.0,440.2083713131802,441.17884601171687,439.032453049366,439.71870206795455
0.36000000000000004,0.000265009564761,-0.000579906952541,10.1431828854,6.27682268581,0.00101442820626,0.0,0.00161753411018,-0.00848678584956,0.956473011128,-0.046982352075,0.0305437791897,0.0,501.52696634246735,502.51658700796844,500.20962774625565,498.52161661838
0.4200000000000001,0.000331948811494,-0.00124230823861,10.2051534049,6.2738761664,0.00285374490249,0.0,0.00041238483691,-0.0139083871704,1.10907243177,-0.0537402929163,0.0308773096665,0.0,454.1019179776326,454.12896097814996,454.6024956616876,454.05927987524484
0.48000000000000015,0.000292882618028,-0.00227405398504,10.2740024335,6.27110155608,0.00433114357751,0.0,-0.00188290608223,-0.0207749204334,1.18581474505,-0.0343782722711,0.00760299914431,0.0,431.5756259541817,429.6070164604123,430.0270560535982,431.66242575838993
0.5400000000000001,6.90004029803e-05,-0.00383315140385,10.3525742171,6.26862074635,0.00492312947737,0.0,-0.00564390817671,-0.0314652329272,1.43296430576,-0.0613337356486,0.0140472723798,0.0,481.8888804185214,482.3755849192747,484.3616527450853,482.3294759433464
0.6000000000000002,-0.000387365026149,-0.00607302683971,10.4439941826,6.26445202925,0.00608459287345,0.0,-0.0096832428233,-0.0436299613221,1.61412198789,-0.0954618992312,0.0282879622826,0.0,463.2512805793152,464.36955910835655,465.45544363210854,462.77314976791484
0.6600000000000003,-0.00111823021649,-0.00915448937845,10.5466067485,6.25875199657,0.00773272101197,0.0,-0.014870554785,-0.0597402367436,1.80599827805,-0.0940941114378,0.0257782425687,0.0,467.3500308462108,467.1545354427532,468.0855866582606,468.18483560195654
0.7200000000000003,-0.00216172604944,-0.0132192383888,10.6561750385,6.25354161213,0.00903014681864,0.0,-0.0200461740635,-0.0762525919757,1.84619866274,-0.0752872039179,0.0116530618734,0.0,422.01916813348896,420.79829469872,419.46183439864774,421.08488512031323
0.7800000000000004,-0.00353982606013,-0.0183768880478,10.7683948843,6.24909695634,0.0099807122047,0.0,-0.0259686437166,-0.0960892600162,1.89436896261,-0.0717632117513,0.0231250528184,0.0,423.082531949623,424.06896906503823,423.5673616592371,423.8657158204784
0.8400000000000004,-0.00531956770079,-0.0248959685504,10.8859971791,6.24435718687,0.0116896426794,0.0,-0.033520732541,-0.121680566127,2.02546387235,-0.10017882009,0.0374781655213,0.0,449.6965308636842,450.8578114752832,451.4281249726273,449.1241751354811
0.9000000000000005,-0.00756121718575,-0.0329524829302,11.008775199,6.23836668884,0.0148991367703,0.0,-0.0414654820566,-0.147427039752,2.06703356879,-0.0991761743841,0.0742448053856,0.0,419.9751685909916,423.1537835228978,422.87210264669466,422.94931000456506
0.9600000000000005,-0.0103662039432,-0.0427227644933,11.1352673742,6.2327882334,0.0195638638384,0.0,-0.0524859117585,-0.178812378865,2.1491834179,-0.0828105071737,0.0839568310127,0.0,435.34127077691784,436.158024054695,434.88681409098035,436.24776487963624
1.0200000000000005,-0.0139153658062,-0.0544525037987,11.2660513906,6.22813301679,0.0243189619271,0.0,-0.066290867346,-0.212634196289,2.2101290098,-0.0687848201799,0.0676251949864,0.0,430.1428110218678,428.762774914181,428.4312769872299,429.61697324617717
1.0800000000000005,-0.0184043073765,-0.0683467110981,11.4013401054,6.22452625256,0.0278041976905,0.0,-0.0837337323977,-0.250880427274,2.29928170126,-0.0468022156084,0.0205767258793,0.0,440.4778471815453,436.5718060058892,437.84400898961724,439.66620378979667
1.1400000000000006,-0.0241283138194,-0.0848755042681,11.5465395159,6.2216159449,0.0285001164234,0.0,-0.107188087004,-0.300401023199,2.540161934,-0.0521478956952,-0.0202446876706,0.0,486.9331921386114,483.86988120118434,484.66087767408305,484.2577103869446
1.2000000000000006,-0.031149406399,-0.104195581022,11.7021042398,6.21854427336,0.0272212539236,0.0,-0.12671349266,-0.343906566941,2.64506680117,-0.0493535342592,-0.0235442620305,0.0,445.4658369000609,445.1959459781748,444.9986255183513,445.2256300007741
